,article,cateogry ID,FP/FN/TP/TN
3830,217448,No Mapping,TN
3831,44993,No Mapping,TN
3832,80108,No Mapping,TN
3833,172102,No Mapping,TN
3834,217433,No Mapping,TN
3835,71348,No Mapping,TN
3836,21499,No Mapping,TN
3837,217436,No Mapping,TN
3838,80113,No Mapping,TN
3839,35347,No Mapping,TN
3840,57380,No Mapping,TN
3841,217429,No Mapping,TN
3842,172093,No Mapping,TN
3843,40854,No Mapping,TN
3844,78169,No Mapping,TN
3845,85797,No Mapping,TN
3846,217509,No Mapping,TN
3847,217439,No Mapping,TN
3848,217538,No Mapping,TN
3849,42970,No Mapping,TN
3850,47017,No Mapping,TN
3851,80107,No Mapping,TN
3852,110175,No Mapping,TN
3853,217496,No Mapping,TN
3854,217503,No Mapping,TN
3855,217531,No Mapping,TN
3856,46560,No Mapping,TN
3857,21413,No Mapping,TN
3858,172090,No Mapping,TN
3859,120632,No Mapping,TN
3860,21506,No Mapping,TN
3861,21504,No Mapping,TN
3862,110176,No Mapping,TN
3863,190495,No Mapping,TN
3864,217440,No Mapping,TN
3865,57378,No Mapping,TN
3866,80112,No Mapping,TN
3867,85793,No Mapping,TN
3868,172083,No Mapping,TN
3869,190518,No Mapping,TN
3870,190526,No Mapping,TN
3871,110165,No Mapping,TN
3872,190512,No Mapping,TN
3873,217533,No Mapping,TN
3874,140496,No Mapping,TN
3875,57382,No Mapping,TN
3876,217483,No Mapping,TN
3877,217445,No Mapping,TN
3878,110172,No Mapping,TN
3879,71335,No Mapping,TN
3880,110162,No Mapping,TN
3881,80103,No Mapping,TN
3882,217444,No Mapping,TN
3883,217443,No Mapping,TN
3884,23878,No Mapping,TN
3885,110133,No Mapping,TN
3886,217530,No Mapping,TN
3887,217535,No Mapping,TN
3888,71338,No Mapping,TN
3889,214875,No Mapping,TN
3890,57368,No Mapping,TN
3891,71350,No Mapping,TN
3892,217456,No Mapping,TN
3893,44928,No Mapping,TN
3894,35776,No Mapping,TN
3895,110166,No Mapping,TN
3896,217516,No Mapping,TN
3897,217534,No Mapping,TN
3898,25226,No Mapping,TN
3899,217472,No Mapping,TN
3900,44040,No Mapping,TN
3901,217452,No Mapping,TN
3902,71340,No Mapping,TN
3903,80110,No Mapping,TN
3904,214889,No Mapping,TN
3905,214893,No Mapping,TN
3906,80092,No Mapping,TN
3907,217528,No Mapping,TN
3908,21448,No Mapping,TN
3909,22918,No Mapping,TN
3910,37468,No Mapping,TN
3911,25225,No Mapping,TN
3912,21509,No Mapping,TN
3913,214885,No Mapping,TN
3914,151832,No Mapping,TN
3915,217434,No Mapping,TN
3916,214884,No Mapping,TN
3917,136866,No Mapping,TN
3918,21485,No Mapping,TN
3919,57366,No Mapping,TN
3920,172092,No Mapping,TN
3921,152512,No Mapping,TN
3922,141701,No Mapping,TN
3923,110139,No Mapping,TN
3924,217419,No Mapping,TN
3925,217422,No Mapping,TN
3926,134825,No Mapping,TN
3927,139571,No Mapping,TN
3928,49458,No Mapping,TN
3929,110146,No Mapping,TN
3930,110160,No Mapping,TN
3931,120634,No Mapping,TN
3932,217421,No Mapping,TN
3933,217494,No Mapping,TN
3934,217499,No Mapping,TN
3935,36979,No Mapping,TN
3936,214892,No Mapping,TN
3937,214891,No Mapping,TN
3938,217455,No Mapping,TN
3939,158005,No Mapping,TN
3940,57362,No Mapping,TN
3941,217500,No Mapping,TN
3942,48813,No Mapping,TN
3943,21455,No Mapping,TN
3944,57360,No Mapping,TN
3945,214878,No Mapping,TN
3946,217428,No Mapping,TN
3947,156194,No Mapping,TN
3948,110157,No Mapping,TN
3949,71337,No Mapping,TN
3950,48306,No Mapping,TN
3951,80098,No Mapping,TN
3952,217437,No Mapping,TN
3953,134545,No Mapping,TN
3954,214894,No Mapping,TN
3955,172095,No Mapping,TN
3956,57410,No Mapping,TN
3957,190494,No Mapping,TN
3958,190520,No Mapping,TN
3959,217449,No Mapping,TN
3960,217451,No Mapping,TN
3961,217529,No Mapping,TN
3962,217450,No Mapping,TN
3963,21510,No Mapping,TN
3964,217460,No Mapping,TN
3965,217457,No Mapping,TN
3966,71339,No Mapping,TN
3967,217458,No Mapping,TN
3968,217501,No Mapping,TN
3969,110144,No Mapping,TN
3970,217504,No Mapping,TN
3971,120637,No Mapping,TN
3972,217453,No Mapping,TN
3973,217497,No Mapping,TN
3974,217495,No Mapping,TN
3975,217438,No Mapping,TN
3976,217432,No Mapping,TN
3977,217476,No Mapping,TN
3978,217461,No Mapping,TN
3979,217462,No Mapping,TN
3980,110147,No Mapping,TN
3981,80093,No Mapping,TN
3982,217427,No Mapping,TN
3983,217431,No Mapping,TN
3984,43849,No Mapping,TN
3985,217526,No Mapping,TN
3986,85798,No Mapping,TN
3987,80111,No Mapping,TN
3988,43672,No Mapping,TN
3989,110126,No Mapping,TN
3990,217420,No Mapping,TN
3991,80104,No Mapping,TN
3992,217474,No Mapping,TN
3993,78170,No Mapping,TN
3994,172078,No Mapping,TN
3995,120638,No Mapping,TN
3996,190501,No Mapping,TN
3997,135878,No Mapping,TN
3998,217471,No Mapping,TN
3999,85803,No Mapping,TN
4000,26536,No Mapping,TN
4001,135766,No Mapping,TN
4002,71336,No Mapping,TN
4003,217525,No Mapping,TN
4004,217423,No Mapping,TN
4005,23888,No Mapping,TN
4006,217418,No Mapping,TN
4007,217464,No Mapping,TN
4008,57364,No Mapping,TN
4009,217425,No Mapping,TN
4010,217424,No Mapping,TN
4011,110141,No Mapping,TN
4012,217459,No Mapping,TN
4013,217454,No Mapping,TN
4014,217446,No Mapping,TN
4015,217442,No Mapping,TN
4016,217441,No Mapping,TN
4017,217524,No Mapping,TN
4018,57377,No Mapping,TN
4019,217466,No Mapping,TN
4020,57379,No Mapping,TN
4021,217520,No Mapping,TN
4022,57385,No Mapping,TN
4023,57418,No Mapping,TN
4024,57441,No Mapping,TN
4025,71341,No Mapping,TN
4026,71342,No Mapping,TN
4027,71343,No Mapping,TN
4028,71344,No Mapping,TN
4029,71345,No Mapping,TN
4030,71346,No Mapping,TN
4031,71349,No Mapping,TN
4032,217518,No Mapping,TN
4033,217517,No Mapping,TN
4034,80096,No Mapping,TN
4035,217519,No Mapping,TN
4036,217532,No Mapping,TN
4037,57373,No Mapping,TN
4038,23877,No Mapping,TN
4039,39232,No Mapping,TN
4040,39167,No Mapping,TN
4041,38952,No Mapping,TN
4042,38658,No Mapping,TN
4043,37252,No Mapping,TN
4044,36823,No Mapping,TN
4045,35996,No Mapping,TN
4046,35723,No Mapping,TN
4047,25227,No Mapping,TN
4048,23884,No Mapping,TN
4049,23872,No Mapping,TN
4050,39520,No Mapping,TN
4051,23811,No Mapping,TN
4052,21512,No Mapping,TN
4053,21511,No Mapping,TN
4054,21508,No Mapping,TN
4055,21502,No Mapping,TN
4056,21500,No Mapping,TN
4057,217536,No Mapping,TN
4058,21489,No Mapping,TN
4059,21474,No Mapping,TN
4060,21454,No Mapping,TN
4061,39516,No Mapping,TN
4062,39730,No Mapping,TN
4063,57372,No Mapping,TN
4064,47979,No Mapping,TN
4065,57369,No Mapping,TN
4066,57365,No Mapping,TN
4067,50026,No Mapping,TN
4068,49614,No Mapping,TN
4069,49480,No Mapping,TN
4070,49198,No Mapping,TN
4071,48914,No Mapping,TN
4072,48823,No Mapping,TN
4073,48785,No Mapping,TN
4074,48388,No Mapping,TN
4075,47403,No Mapping,TN
4076,40543,No Mapping,TN
4077,47078,No Mapping,TN
4078,46896,No Mapping,TN
4079,46175,No Mapping,TN
4080,44642,No Mapping,TN
4081,43447,No Mapping,TN
4082,43318,No Mapping,TN
4083,42951,No Mapping,TN
4084,40754,No Mapping,TN
4085,40617,No Mapping,TN
4086,40608,No Mapping,TN
4087,80097,No Mapping,TN
4088,110161,No Mapping,TN
4089,80099,No Mapping,TN
4090,142300,No Mapping,TN
4091,172100,No Mapping,TN
4092,217482,No Mapping,TN
4093,172097,No Mapping,TN
4094,172096,No Mapping,TN
4095,172094,No Mapping,TN
4096,217484,No Mapping,TN
4097,172091,No Mapping,TN
4098,172089,No Mapping,TN
4099,172088,No Mapping,TN
4100,217485,No Mapping,TN
4101,172086,No Mapping,TN
4102,172085,No Mapping,TN
4103,172084,No Mapping,TN
4104,172082,No Mapping,TN
4105,172081,No Mapping,TN
4106,217486,No Mapping,TN
4107,217487,No Mapping,TN
4108,172077,No Mapping,TN
4109,217488,No Mapping,TN
4110,157295,No Mapping,TN
4111,156818,No Mapping,TN
4112,156656,No Mapping,TN
4113,152706,No Mapping,TN
4114,152654,No Mapping,TN
4115,152264,No Mapping,TN
4116,217489,No Mapping,TN
4117,217491,No Mapping,TN
4118,217481,No Mapping,TN
4119,217480,No Mapping,TN
4120,190496,No Mapping,TN
4121,214888,No Mapping,TN
4122,217463,No Mapping,TN
4123,217467,No Mapping,TN
4124,217468,No Mapping,TN
4125,217469,No Mapping,TN
4126,217435,No Mapping,TN
4127,217430,No Mapping,TN
4128,217473,No Mapping,TN
4129,217426,No Mapping,TN
4130,214973,No Mapping,TN
4131,214943,No Mapping,TN
4132,214934,No Mapping,TN
4133,214895,No Mapping,TN
4134,214887,No Mapping,TN
4135,190500,No Mapping,TN
4136,217475,No Mapping,TN
4137,214880,No Mapping,TN
4138,214879,No Mapping,TN
4139,214877,No Mapping,TN
4140,217477,No Mapping,TN
4141,217478,No Mapping,TN
4142,190528,No Mapping,TN
4143,190525,No Mapping,TN
4144,190524,No Mapping,TN
4145,217479,No Mapping,TN
4146,190519,No Mapping,TN
4147,190517,No Mapping,TN
4148,151262,No Mapping,TN
4149,142208,No Mapping,TN
4150,80100,No Mapping,TN
4151,142033,No Mapping,TN
4152,110149,No Mapping,TN
4153,110145,No Mapping,TN
4154,217505,No Mapping,TN
4155,110137,No Mapping,TN
4156,110135,No Mapping,TN
4157,110131,No Mapping,TN
4158,110129,No Mapping,TN
4159,110127,No Mapping,TN
4160,85880,No Mapping,TN
4161,85825,No Mapping,TN
4162,217506,No Mapping,TN
4163,85807,No Mapping,TN
4164,217507,No Mapping,TN
4165,217508,No Mapping,TN
4166,85804,No Mapping,TN
4167,85802,No Mapping,TN
4168,217511,No Mapping,TN
4169,85799,No Mapping,TN
4170,217512,No Mapping,TN
4171,217513,No Mapping,TN
4172,80109,No Mapping,TN
4173,217514,No Mapping,TN
4174,217515,No Mapping,TN
4175,80106,No Mapping,TN
4176,80105,No Mapping,TN
4177,80102,No Mapping,TN
4178,80101,No Mapping,TN
4179,110151,No Mapping,TN
4180,217502,No Mapping,TN
4181,110154,No Mapping,TN
4182,136158,No Mapping,TN
4183,141886,No Mapping,TN
4184,217492,No Mapping,TN
4185,140086,No Mapping,TN
4186,139776,No Mapping,TN
4187,139673,No Mapping,TN
4188,139100,No Mapping,TN
4189,138709,No Mapping,TN
4190,217493,No Mapping,TN
4191,217537,No Mapping,TN
4192,138243,No Mapping,TN
4193,137586,No Mapping,TN
4194,137143,No Mapping,TN
4195,135213,No Mapping,TN
4196,110155,No Mapping,TN
4197,134921,No Mapping,TN
4198,134889,No Mapping,TN
4199,120635,No Mapping,TN
4200,120633,No Mapping,TN
4201,120631,No Mapping,TN
4202,120629,No Mapping,TN
4203,120628,No Mapping,TN
4204,110169,No Mapping,TN
4205,110167,No Mapping,TN
4206,110164,No Mapping,TN
4207,217465,No Mapping,TN
4208,110156,No Mapping,TN
4209,138339,No Mapping,TN
4210,158005,Iran deal,TP
4211,57373,Iran deal,TP
4212,48823,Iran deal,TP
4213,120634,Iran deal,TP
4214,85797,No Mapping,TN
4215,110146,No Mapping,TN
4216,217519,No Mapping,TN
4217,48813,No Mapping,TN
4218,172093,No Mapping,TN
4219,21508,No Mapping,TN
4220,139673,No Mapping,TN
4221,172080,No Mapping,TN
4222,39167,No Mapping,TN
4223,44993,No Mapping,TN
4224,71338,No Mapping,TN
4225,39516,No Mapping,TN
4226,214886,No Mapping,TN
4227,110135,No Mapping,TN
4228,138517,No Mapping,TN
4229,110156,No Mapping,TN
4230,21511,No Mapping,TN
4231,85801,No Mapping,TN
4232,120629,No Mapping,TN
4233,110176,No Mapping,TN
4234,120630,No Mapping,TN
4235,21448,No Mapping,TN
4236,48388,No Mapping,TN
4237,21512,No Mapping,TN
4238,140362,No Mapping,TN
4239,120637,No Mapping,TN
4240,35776,No Mapping,TN
4241,110129,No Mapping,TN
4242,85805,No Mapping,TN
4243,39232,No Mapping,TN
4244,110164,No Mapping,TN
4245,36650,No Mapping,TN
4246,214943,No Mapping,TN
4247,44928,No Mapping,TN
4248,57441,No Mapping,TN
4249,217425,No Mapping,TN
4250,172091,No Mapping,TN
4251,71345,No Mapping,TN
4252,21502,No Mapping,TN
4253,217483,No Mapping,TN
4254,214889,No Mapping,TN
4255,80092,No Mapping,TN
4256,57378,No Mapping,TN
4257,217487,No Mapping,TN
4258,44040,No Mapping,TN
4259,71341,No Mapping,TN
4260,139571,No Mapping,TN
4261,110137,No Mapping,TN
4262,78171,No Mapping,TN
4263,110172,No Mapping,TN
4264,120631,No Mapping,TN
4265,140086,No Mapping,TN
4266,214876,No Mapping,TN
4267,47979,No Mapping,TN
4268,110165,No Mapping,TN
4269,172084,No Mapping,TN
4270,172086,No Mapping,TN
4271,43672,No Mapping,TN
4272,156656,No Mapping,TN
4273,21500,No Mapping,TN
4274,110145,No Mapping,TN
4275,151262,No Mapping,TN
4276,217475,No Mapping,TN
4277,80106,No Mapping,TN
4278,47078,No Mapping,TN
4279,80097,No Mapping,TN
4280,110144,No Mapping,TN
4281,217500,No Mapping,TN
4282,190522,No Mapping,TN
4283,214973,No Mapping,TN
4284,172078,No Mapping,TN
4285,172081,No Mapping,TN
4286,110175,No Mapping,TN
4287,190524,No Mapping,TN
4288,85825,No Mapping,TN
4289,214893,No Mapping,TN
4290,78169,No Mapping,TN
4291,141886,No Mapping,TN
4292,21413,No Mapping,TN
4293,157527,No Mapping,TN
4294,139776,No Mapping,TN
4295,172100,No Mapping,TN
4296,57360,No Mapping,TN
4297,190517,No Mapping,TN
4298,190500,No Mapping,TN
4299,214883,No Mapping,TN
4300,217481,No Mapping,TN
4301,217476,No Mapping,TN
4302,80093,No Mapping,TN
4303,80107,No Mapping,TN
4304,85803,No Mapping,TN
4305,80104,No Mapping,TN
4306,80096,No Mapping,TN
4307,48785,No Mapping,TN
4308,57377,No Mapping,TN
4309,217465,No Mapping,TN
4310,141701,No Mapping,TN
4311,35347,No Mapping,TN
4312,138243,No Mapping,TN
4313,120638,No Mapping,TN
4314,80101,No Mapping,TN
4315,142300,No Mapping,TN
4316,42951,No Mapping,TN
4317,110151,No Mapping,TN
4318,217463,No Mapping,TN
4319,217507,No Mapping,TN
4320,172083,No Mapping,TN
4321,57364,No Mapping,TN
4322,217538,No Mapping,TN
4323,172088,No Mapping,TN
4324,43849,No Mapping,TN
4325,85793,No Mapping,TN
4326,217472,No Mapping,TN
4327,57385,No Mapping,TN
4328,80105,No Mapping,TN
4329,71343,No Mapping,TN
4330,190528,No Mapping,TN
4331,217513,No Mapping,TN
4332,217512,No Mapping,TN
4333,172085,No Mapping,TN
4334,214894,No Mapping,TN
4335,217482,No Mapping,TN
4336,57410,No Mapping,TN
4337,120636,No Mapping,TN
4338,152264,No Mapping,TN
4339,140496,No Mapping,TN
4340,21454,No Mapping,TN
4341,110155,No Mapping,TN
4342,21504,No Mapping,TN
4343,136866,No Mapping,TN
4344,21485,No Mapping,TN
4345,120628,No Mapping,TN
4346,135213,No Mapping,TN
4347,217435,No Mapping,TN
4348,190525,No Mapping,TN
4349,172079,No Mapping,TN
4350,217451,No Mapping,TN
4351,217449,No Mapping,TN
4352,37252,No Mapping,TN
4353,190495,No Mapping,TN
4354,172097,No Mapping,TN
4355,217493,No Mapping,TN
4356,80110,No Mapping,TN
4357,71335,No Mapping,TN
4358,46175,No Mapping,TN
4359,110127,No Mapping,TN
4360,217458,No Mapping,TN
4361,23877,No Mapping,TN
4362,172125,No Mapping,TN
4363,57382,No Mapping,TN
4364,214885,No Mapping,TN
4365,25227,No Mapping,TN
4366,217494,No Mapping,TN
4367,217499,No Mapping,TN
4368,217453,No Mapping,TN
4369,110171,No Mapping,TN
4370,217443,No Mapping,TN
4371,217444,No Mapping,TN
4372,217530,No Mapping,TN
4373,172098,No Mapping,TN
4374,71344,No Mapping,TN
4375,120633,No Mapping,TN
4376,217522,No Mapping,TN
4377,190496,No Mapping,TN
4378,217526,No Mapping,TN
4379,21455,No Mapping,TN
4380,214877,No Mapping,TN
4381,80108,No Mapping,TN
4382,217510,No Mapping,TN
4383,25226,No Mapping,TN
4384,217505,No Mapping,TN
4385,110161,No Mapping,TN
4386,151832,No Mapping,TN
4387,110166,No Mapping,TN
4388,217525,No Mapping,TN
4389,217521,No Mapping,TN
4390,110133,No Mapping,TN
4391,57366,No Mapping,TN
4392,110149,No Mapping,TN
4393,57365,No Mapping,TN
4394,217434,No Mapping,TN
4395,217450,No Mapping,TN
4396,217457,No Mapping,TN
4397,217460,No Mapping,TN
4398,217459,No Mapping,TN
4399,217501,No Mapping,TN
4400,217504,No Mapping,TN
4401,217491,No Mapping,TN
4402,217461,No Mapping,TN
4403,217462,No Mapping,TN
4404,217497,No Mapping,TN
4405,217495,No Mapping,TN
4406,23878,No Mapping,TN
4407,22918,No Mapping,TN
4408,23872,No Mapping,TN
4409,71336,No Mapping,TN
4410,23811,No Mapping,TN
4411,71340,No Mapping,TN
4412,57380,No Mapping,TN
4413,217532,No Mapping,TN
4414,57379,No Mapping,TN
4415,71337,No Mapping,TN
4416,217506,No Mapping,TN
4417,57418,No Mapping,TN
4418,71339,No Mapping,TN
4419,217531,No Mapping,TN
4420,217502,No Mapping,TN
4421,217503,No Mapping,TN
4422,80094,No Mapping,TN
4423,217536,No Mapping,TN
4424,21474,No Mapping,TN
4425,217492,No Mapping,TN
4426,80103,No Mapping,TN
4427,80102,No Mapping,TN
4428,21489,No Mapping,TN
4429,21499,No Mapping,TN
4430,80100,No Mapping,TN
4431,80099,No Mapping,TN
4432,80098,No Mapping,TN
4433,217535,No Mapping,TN
4434,217496,No Mapping,TN
4435,71342,No Mapping,TN
4436,217534,No Mapping,TN
4437,78170,No Mapping,TN
4438,21506,No Mapping,TN
4439,71350,No Mapping,TN
4440,217533,No Mapping,TN
4441,71349,No Mapping,TN
4442,71348,No Mapping,TN
4443,71346,No Mapping,TN
4444,23884,No Mapping,TN
4445,21509,No Mapping,TN
4446,21510,No Mapping,TN
4447,217508,No Mapping,TN
4448,40608,No Mapping,TN
4449,57376,No Mapping,TN
4450,44642,No Mapping,TN
4451,217516,No Mapping,TN
4452,47403,No Mapping,TN
4453,217517,No Mapping,TN
4454,47017,No Mapping,TN
4455,46896,No Mapping,TN
4456,46560,No Mapping,TN
4457,37468,No Mapping,TN
4458,38658,No Mapping,TN
4459,217518,No Mapping,TN
4460,217520,No Mapping,TN
4461,38952,No Mapping,TN
4462,36823,No Mapping,TN
4463,43447,No Mapping,TN
4464,217524,No Mapping,TN
4465,43318,No Mapping,TN
4466,39520,No Mapping,TN
4467,39730,No Mapping,TN
4468,42970,No Mapping,TN
4469,217523,No Mapping,TN
4470,40854,No Mapping,TN
4471,40754,No Mapping,TN
4472,40617,No Mapping,TN
4473,36979,No Mapping,TN
4474,48306,No Mapping,TN
4475,57375,No Mapping,TN
4476,35723,No Mapping,TN
4477,217509,No Mapping,TN
4478,23888,No Mapping,TN
4479,57372,No Mapping,TN
4480,40543,No Mapping,TN
4481,57369,No Mapping,TN
4482,25225,No Mapping,TN
4483,57368,No Mapping,TN
4484,26536,No Mapping,TN
4485,57362,No Mapping,TN
4486,217511,No Mapping,TN
4487,50026,No Mapping,TN
4488,217515,No Mapping,TN
4489,49614,No Mapping,TN
4490,49480,No Mapping,TN
4491,217529,No Mapping,TN
4492,49458,No Mapping,TN
4493,49416,No Mapping,TN
4494,49198,No Mapping,TN
4495,48914,No Mapping,TN
4496,35996,No Mapping,TN
4497,217528,No Mapping,TN
4498,217514,No Mapping,TN
4499,217422,No Mapping,TN
4500,217480,No Mapping,TN
4501,217489,No Mapping,TN
4502,190501,No Mapping,TN
4503,172102,No Mapping,TN
4504,172099,No Mapping,TN
4505,172096,No Mapping,TN
4506,172095,No Mapping,TN
4507,172094,No Mapping,TN
4508,217436,No Mapping,TN
4509,172092,No Mapping,TN
4510,217437,No Mapping,TN
4511,172090,No Mapping,TN
4512,172089,No Mapping,TN
4513,172087,No Mapping,TN
4514,217438,No Mapping,TN
4515,217439,No Mapping,TN
4516,217440,No Mapping,TN
4517,172082,No Mapping,TN
4518,217441,No Mapping,TN
4519,217442,No Mapping,TN
4520,172077,No Mapping,TN
4521,217445,No Mapping,TN
4522,157295,No Mapping,TN
4523,156818,No Mapping,TN
4524,217446,No Mapping,TN
4525,156194,No Mapping,TN
4526,152706,No Mapping,TN
4527,152654,No Mapping,TN
4528,152512,No Mapping,TN
4529,151991,No Mapping,TN
4530,151598,No Mapping,TN
4531,217447,No Mapping,TN
4532,190494,No Mapping,TN
4533,190512,No Mapping,TN
4534,80109,No Mapping,TN
4535,217433,No Mapping,TN
4536,217420,No Mapping,TN
4537,217419,No Mapping,TN
4538,217418,No Mapping,TN
4539,217417,No Mapping,TN
4540,217423,No Mapping,TN
4541,217424,No Mapping,TN
4542,214934,No Mapping,TN
4543,214895,No Mapping,TN
4544,217426,No Mapping,TN
4545,214892,No Mapping,TN
4546,214891,No Mapping,TN
4547,217427,No Mapping,TN
4548,214888,No Mapping,TN
4549,214887,No Mapping,TN
4550,217428,No Mapping,TN
4551,214884,No Mapping,TN
4552,217429,No Mapping,TN
4553,214880,No Mapping,TN
4554,214879,No Mapping,TN
4555,214878,No Mapping,TN
4556,217430,No Mapping,TN
4557,214875,No Mapping,TN
4558,214874,No Mapping,TN
4559,190526,No Mapping,TN
4560,217431,No Mapping,TN
4561,217432,No Mapping,TN
4562,190520,No Mapping,TN
4563,190519,No Mapping,TN
4564,190518,No Mapping,TN
4565,217448,No Mapping,TN
4566,142208,No Mapping,TN
4567,142033,No Mapping,TN
4568,217452,No Mapping,TN
4569,110152,No Mapping,TN
4570,110150,No Mapping,TN
4571,110147,No Mapping,TN
4572,217473,No Mapping,TN
4573,217474,No Mapping,TN
4574,217477,No Mapping,TN
4575,110143,No Mapping,TN
4576,110141,No Mapping,TN
4577,110139,No Mapping,TN
4578,217478,No Mapping,TN
4579,217479,No Mapping,TN
4580,110131,No Mapping,TN
4581,217421,No Mapping,TN
4582,110126,No Mapping,TN
4583,85880,No Mapping,TN
4584,85810,No Mapping,TN
4585,85807,No Mapping,TN
4586,85806,No Mapping,TN
4587,217484,No Mapping,TN
4588,85804,No Mapping,TN
4589,217485,No Mapping,TN
4590,85802,No Mapping,TN
4591,217486,No Mapping,TN
4592,85799,No Mapping,TN
4593,85798,No Mapping,TN
4594,217488,No Mapping,TN
4595,80113,No Mapping,TN
4596,80112,No Mapping,TN
4597,80111,No Mapping,TN
4598,110154,No Mapping,TN
4599,217471,No Mapping,TN
4600,110157,No Mapping,TN
4601,134825,No Mapping,TN
4602,217454,No Mapping,TN
4603,217455,No Mapping,TN
4604,139100,No Mapping,TN
4605,138709,No Mapping,TN
4606,217456,No Mapping,TN
4607,217537,No Mapping,TN
4608,137586,No Mapping,TN
4609,137143,No Mapping,TN
4610,136158,No Mapping,TN
4611,135878,No Mapping,TN
4612,135766,No Mapping,TN
4613,134921,No Mapping,TN
4614,134889,No Mapping,TN
4615,134545,No Mapping,TN
4616,110159,No Mapping,TN
4617,120639,No Mapping,TN
4618,120635,No Mapping,TN
4619,120632,No Mapping,TN
4620,217464,No Mapping,TN
4621,217466,No Mapping,TN
4622,217467,No Mapping,TN
4623,217468,No Mapping,TN
4624,110169,No Mapping,TN
4625,110167,No Mapping,TN
4626,217469,No Mapping,TN
4627,217470,No Mapping,TN
4628,110162,No Mapping,TN
4629,110160,No Mapping,TN
4630,138339,No Mapping,TN
4631,80094,Penn State,TP
4632,214892,Penn State,TP
4633,157527,Penn State,TP
4634,36650,No Mapping,TN
4635,217521,No Mapping,TN
4636,217453,No Mapping,TN
4637,21474,No Mapping,TN
4638,85801,No Mapping,TN
4639,138243,No Mapping,TN
4640,57376,No Mapping,TN
4641,44040,No Mapping,TN
4642,36979,No Mapping,TN
4643,172093,No Mapping,TN
4644,85807,No Mapping,TN
4645,136158,No Mapping,TN
4646,151991,No Mapping,TN
4647,214874,No Mapping,TN
4648,43672,No Mapping,TN
4649,217430,No Mapping,TN
4650,217531,No Mapping,TN
4651,217533,No Mapping,TN
4652,217425,No Mapping,TN
4653,49416,No Mapping,TN
4654,120639,No Mapping,TN
4655,120632,No Mapping,TN
4656,21512,No Mapping,TN
4657,217522,No Mapping,TN
4658,85802,No Mapping,TN
4659,110171,No Mapping,TN
4660,214888,No Mapping,TN
4661,217451,No Mapping,TN
4662,217449,No Mapping,TN
4663,80093,No Mapping,TN
4664,80104,No Mapping,TN
4665,110166,No Mapping,TN
4666,43849,No Mapping,TN
4667,35347,No Mapping,TN
4668,172079,No Mapping,TN
4669,172091,No Mapping,TN
4670,46560,No Mapping,TN
4671,120630,No Mapping,TN
4672,217455,No Mapping,TN
4673,85805,No Mapping,TN
4674,217418,No Mapping,TN
4675,110146,No Mapping,TN
4676,217458,No Mapping,TN
4677,110150,No Mapping,TN
4678,110172,No Mapping,TN
4679,217452,No Mapping,TN
4680,217445,No Mapping,TN
4681,85810,No Mapping,TN
4682,217530,No Mapping,TN
4683,217535,No Mapping,TN
4684,217523,No Mapping,TN
4685,214895,No Mapping,TN
4686,217443,No Mapping,TN
4687,217444,No Mapping,TN
4688,217526,No Mapping,TN
4689,48813,No Mapping,TN
4690,110145,No Mapping,TN
4691,57385,No Mapping,TN
4692,217528,No Mapping,TN
4693,80112,No Mapping,TN
4694,110157,No Mapping,TN
4695,214889,No Mapping,TN
4696,134921,No Mapping,TN
4697,217456,No Mapping,TN
4698,217518,No Mapping,TN
4699,217525,No Mapping,TN
4700,138517,No Mapping,TN
4701,110155,No Mapping,TN
4702,217482,No Mapping,TN
4703,49458,No Mapping,TN
4704,217464,No Mapping,TN
4705,172102,No Mapping,TN
4706,172083,No Mapping,TN
4707,172080,No Mapping,TN
4708,217441,No Mapping,TN
4709,217442,No Mapping,TN
4710,156194,No Mapping,TN
4711,80109,No Mapping,TN
4712,21504,No Mapping,TN
4713,21502,No Mapping,TN
4714,85793,No Mapping,TN
4715,49198,No Mapping,TN
4716,120634,No Mapping,TN
4717,214876,No Mapping,TN
4718,57368,No Mapping,TN
4719,217520,No Mapping,TN
4720,152264,No Mapping,TN
4721,85804,No Mapping,TN
4722,110176,No Mapping,TN
4723,137143,No Mapping,TN
4724,80108,No Mapping,TN
4725,46896,No Mapping,TN
4726,110129,No Mapping,TN
4727,80097,No Mapping,TN
4728,214878,No Mapping,TN
4729,217450,No Mapping,TN
4730,172085,No Mapping,TN
4731,217424,No Mapping,TN
4732,217457,No Mapping,TN
4733,217460,No Mapping,TN
4734,217459,No Mapping,TN
4735,217428,No Mapping,TN
4736,217417,No Mapping,TN
4737,214884,No Mapping,TN
4738,71344,No Mapping,TN
4739,110160,No Mapping,TN
4740,110167,No Mapping,TN
4741,217434,No Mapping,TN
4742,110149,No Mapping,TN
4743,217448,No Mapping,TN
4744,217447,No Mapping,TN
4745,172094,No Mapping,TN
4746,21508,No Mapping,TN
4747,214885,No Mapping,TN
4748,172090,No Mapping,TN
4749,110143,No Mapping,TN
4750,134545,No Mapping,TN
4751,214893,No Mapping,TN
4752,110139,No Mapping,TN
4753,22918,No Mapping,TN
4754,46175,No Mapping,TN
4755,120637,No Mapping,TN
4756,190518,No Mapping,TN
4757,110147,No Mapping,TN
4758,57380,No Mapping,TN
4759,40754,No Mapping,TN
4760,217489,No Mapping,TN
4761,39730,No Mapping,TN
