,root_article,article_compared,predicted_mapping,"true_mapping""",FP/FN/TP/TN,score,,,,,
3686,"241    172079
Name: id, dtype: int64",46560,No Mapping,No Mapping,TN,0.018684664,,,,,
3687,"241    172079
Name: id, dtype: int64",21413,No Mapping,No Mapping,TN,0.018584851,,,,,
3688,"241    172079
Name: id, dtype: int64",110176,No Mapping,No Mapping,TN,0.018573845,,,,,
3689,"241    172079
Name: id, dtype: int64",21506,No Mapping,No Mapping,TN,0.018006571,,,,,
3690,"241    172079
Name: id, dtype: int64",21504,No Mapping,No Mapping,TN,0.017994944,,,,,
3691,"241    172079
Name: id, dtype: int64",172090,No Mapping,No Mapping,TN,0.017870023,,,,,
3692,"241    172079
Name: id, dtype: int64",190495,No Mapping,No Mapping,TN,0.017418985,,,,,
3693,"241    172079
Name: id, dtype: int64",80112,No Mapping,No Mapping,TN,0.017387262,,,,,
3694,"241    172079
Name: id, dtype: int64",217441,No Mapping,No Mapping,TN,0.01719139,,,,,
3695,"241    172079
Name: id, dtype: int64",57378,No Mapping,No Mapping,TN,0.017026481,,,,,
3696,"241    172079
Name: id, dtype: int64",85793,No Mapping,No Mapping,TN,0.016148681,,,,,
3697,"241    172079
Name: id, dtype: int64",172083,No Mapping,No Mapping,TN,0.016089707,,,,,
3698,"241    172079
Name: id, dtype: int64",190512,No Mapping,No Mapping,TN,0.016037644,,,,,
3699,"241    172079
Name: id, dtype: int64",190518,No Mapping,No Mapping,TN,0.015678503,,,,,
3700,"241    172079
Name: id, dtype: int64",217534,No Mapping,No Mapping,TN,0.015403896,,,,,
3701,"241    172079
Name: id, dtype: int64",110165,No Mapping,No Mapping,TN,0.01540319,,,,,
3702,"241    172079
Name: id, dtype: int64",140496,No Mapping,No Mapping,TN,0.01519207,,,,,
3703,"241    172079
Name: id, dtype: int64",57382,No Mapping,No Mapping,TN,0.015041027,,,,,
3704,"241    172079
Name: id, dtype: int64",217446,No Mapping,No Mapping,TN,0.01495033,,,,,
3705,"241    172079
Name: id, dtype: int64",217484,No Mapping,No Mapping,TN,0.01495018,,,,,
3706,"241    172079
Name: id, dtype: int64",71335,No Mapping,No Mapping,TN,0.014925322,,,,,
3707,"241    172079
Name: id, dtype: int64",110172,No Mapping,No Mapping,TN,0.014867488,,,,,
3708,"241    172079
Name: id, dtype: int64",110162,No Mapping,No Mapping,TN,0.014646419,,,,,
3709,"241    172079
Name: id, dtype: int64",80103,No Mapping,No Mapping,TN,0.014627252,,,,,
3710,"241    172079
Name: id, dtype: int64",110133,No Mapping,No Mapping,TN,0.014113132,,,,,
3711,"241    172079
Name: id, dtype: int64",23878,No Mapping,No Mapping,TN,0.013902614,,,,,
3712,"241    172079
Name: id, dtype: int64",217531,No Mapping,No Mapping,TN,0.013466059,,,,,
3713,"241    172079
Name: id, dtype: int64",190526,No Mapping,No Mapping,TN,0.013464516,,,,,
3714,"241    172079
Name: id, dtype: int64",71338,No Mapping,No Mapping,TN,0.013381926,,,,,
3715,"241    172079
Name: id, dtype: int64",71350,No Mapping,No Mapping,TN,0.013304161,,,,,
3716,"241    172079
Name: id, dtype: int64",217536,No Mapping,No Mapping,TN,0.013293177,,,,,
3717,"241    172079
Name: id, dtype: int64",214875,No Mapping,No Mapping,TN,0.013161192,,,,,
3718,"241    172079
Name: id, dtype: int64",57368,No Mapping,No Mapping,TN,0.012937187,,,,,
3719,"241    172079
Name: id, dtype: int64",217457,No Mapping,No Mapping,TN,0.012640618,,,,,
3720,"241    172079
Name: id, dtype: int64",44928,No Mapping,No Mapping,TN,0.012629898,,,,,
3721,"241    172079
Name: id, dtype: int64",35776,No Mapping,No Mapping,TN,0.012409325,,,,,
3722,"241    172079
Name: id, dtype: int64",110166,No Mapping,No Mapping,TN,0.012029577,,,,,
3723,"241    172079
Name: id, dtype: int64",217517,No Mapping,No Mapping,TN,0.011944066,,,,,
3724,"241    172079
Name: id, dtype: int64",217535,No Mapping,No Mapping,TN,0.011921933,,,,,
3725,"241    172079
Name: id, dtype: int64",25226,No Mapping,No Mapping,TN,0.011777427,,,,,
3726,"241    172079
Name: id, dtype: int64",217473,No Mapping,No Mapping,TN,0.011733724,,,,,
3727,"241    172079
Name: id, dtype: int64",80110,No Mapping,No Mapping,TN,0.011729797,,,,,
3728,"241    172079
Name: id, dtype: int64",71340,No Mapping,No Mapping,TN,0.011682923,,,,,
3729,"241    172079
Name: id, dtype: int64",44040,No Mapping,No Mapping,TN,0.011646737,,,,,
3730,"241    172079
Name: id, dtype: int64",217453,No Mapping,No Mapping,TN,0.011544909,,,,,
3731,"241    172079
Name: id, dtype: int64",80092,No Mapping,No Mapping,TN,0.011522533,,,,,
3732,"241    172079
Name: id, dtype: int64",214889,No Mapping,No Mapping,TN,0.011455754,,,,,
3733,"241    172079
Name: id, dtype: int64",214893,No Mapping,No Mapping,TN,0.011364904,,,,,
3734,"241    172079
Name: id, dtype: int64",217529,No Mapping,No Mapping,TN,0.011362594,,,,,
3735,"241    172079
Name: id, dtype: int64",22918,No Mapping,No Mapping,TN,0.011068286,,,,,
3736,"241    172079
Name: id, dtype: int64",21448,No Mapping,No Mapping,TN,0.011047316,,,,,
3737,"241    172079
Name: id, dtype: int64",37468,No Mapping,No Mapping,TN,0.010875048,,,,,
3738,"241    172079
Name: id, dtype: int64",25225,No Mapping,No Mapping,TN,0.010364724,,,,,
3739,"241    172079
Name: id, dtype: int64",151832,No Mapping,No Mapping,TN,0.010310598,,,,,
3740,"241    172079
Name: id, dtype: int64",214885,No Mapping,No Mapping,TN,0.010265416,,,,,
3741,"241    172079
Name: id, dtype: int64",21509,No Mapping,No Mapping,TN,0.010210374,,,,,
3742,"241    172079
Name: id, dtype: int64",217435,No Mapping,No Mapping,TN,0.010045666,,,,,
3743,"241    172079
Name: id, dtype: int64",57366,No Mapping,No Mapping,TN,0.009908863,,,,,
3744,"241    172079
Name: id, dtype: int64",214884,No Mapping,No Mapping,TN,0.009887772,,,,,
3745,"241    172079
Name: id, dtype: int64",136866,No Mapping,No Mapping,TN,0.00986131,,,,,
3746,"241    172079
Name: id, dtype: int64",21485,No Mapping,No Mapping,TN,0.009733672,,,,,
3747,"241    172079
Name: id, dtype: int64",217420,No Mapping,No Mapping,TN,0.00953514,,,,,
3748,"241    172079
Name: id, dtype: int64",172092,No Mapping,No Mapping,TN,0.009342833,,,,,
3749,"241    172079
Name: id, dtype: int64",152512,No Mapping,No Mapping,TN,0.009032262,,,,,
3750,"241    172079
Name: id, dtype: int64",134825,No Mapping,No Mapping,TN,0.008663481,,,,,
3751,"241    172079
Name: id, dtype: int64",141701,No Mapping,No Mapping,TN,0.008661036,,,,,
3752,"241    172079
Name: id, dtype: int64",110139,No Mapping,No Mapping,TN,0.008540391,,,,,
3753,"241    172079
Name: id, dtype: int64",49458,No Mapping,No Mapping,TN,0.008409085,,,,,
3754,"241    172079
Name: id, dtype: int64",139571,No Mapping,No Mapping,TN,0.008402171,,,,,
3755,"241    172079
Name: id, dtype: int64",110160,No Mapping,No Mapping,TN,0.00824415,,,,,
3756,"241    172079
Name: id, dtype: int64",110146,No Mapping,No Mapping,TN,0.008204204,,,,,
3757,"241    172079
Name: id, dtype: int64",217422,No Mapping,No Mapping,TN,0.008164055,,,,,
3758,"241    172079
Name: id, dtype: int64",120634,No Mapping,No Mapping,TN,0.008010237,,,,,
3759,"241    172079
Name: id, dtype: int64",217495,No Mapping,No Mapping,TN,0.007972951,,,,,
3760,"241    172079
Name: id, dtype: int64",217500,No Mapping,No Mapping,TN,0.007972951,,,,,
3761,"241    172079
Name: id, dtype: int64",57362,No Mapping,No Mapping,TN,0.007816042,,,,,
3762,"241    172079
Name: id, dtype: int64",217456,No Mapping,No Mapping,TN,0.007804416,,,,,
3763,"241    172079
Name: id, dtype: int64",36979,No Mapping,No Mapping,TN,0.007697198,,,,,
3764,"241    172079
Name: id, dtype: int64",214892,No Mapping,No Mapping,TN,0.007685607,,,,,
3765,"241    172079
Name: id, dtype: int64",214891,No Mapping,No Mapping,TN,0.00766322,,,,,
3766,"241    172079
Name: id, dtype: int64",217501,No Mapping,No Mapping,TN,0.007560707,,,,,
3767,"241    172079
Name: id, dtype: int64",158005,No Mapping,No Mapping,TN,0.007524559,,,,,
3768,"241    172079
Name: id, dtype: int64",48813,No Mapping,No Mapping,TN,0.007311042,,,,,
3769,"241    172079
Name: id, dtype: int64",57360,No Mapping,No Mapping,TN,0.007308362,,,,,
3770,"241    172079
Name: id, dtype: int64",21455,No Mapping,No Mapping,TN,0.007255248,,,,,
3771,"241    172079
Name: id, dtype: int64",214878,No Mapping,No Mapping,TN,0.007200245,,,,,
3772,"241    172079
Name: id, dtype: int64",217429,No Mapping,No Mapping,TN,0.007172681,,,,,
3773,"241    172079
Name: id, dtype: int64",156194,No Mapping,No Mapping,TN,0.007032521,,,,,
3774,"241    172079
Name: id, dtype: int64",48306,No Mapping,No Mapping,TN,0.006737981,,,,,
3775,"241    172079
Name: id, dtype: int64",110157,No Mapping,No Mapping,TN,0.006737464,,,,,
3776,"241    172079
Name: id, dtype: int64",217462,No Mapping,No Mapping,TN,0.006683795,,,,,
3777,"241    172079
Name: id, dtype: int64",71337,No Mapping,No Mapping,TN,0.006527472,,,,,
3778,"241    172079
Name: id, dtype: int64",217438,No Mapping,No Mapping,TN,0.006407695,,,,,
3779,"241    172079
Name: id, dtype: int64",217428,No Mapping,No Mapping,TN,0.006323477,,,,,
3780,"241    172079
Name: id, dtype: int64",80098,No Mapping,No Mapping,TN,0.006224116,,,,,
3781,"241    172079
Name: id, dtype: int64",217450,No Mapping,No Mapping,TN,0.006163057,,,,,
3782,"241    172079
Name: id, dtype: int64",134545,No Mapping,No Mapping,TN,0.00586631,,,,,
3783,"241    172079
Name: id, dtype: int64",214894,No Mapping,No Mapping,TN,0.005838545,,,,,
3784,"241    172079
Name: id, dtype: int64",57410,No Mapping,No Mapping,TN,0.00583165,,,,,
3785,"241    172079
Name: id, dtype: int64",172095,No Mapping,No Mapping,TN,0.005775365,,,,,
3786,"241    172079
Name: id, dtype: int64",190494,No Mapping,No Mapping,TN,0.005741733,,,,,
3787,"241    172079
Name: id, dtype: int64",190520,No Mapping,No Mapping,TN,0.005720565,,,,,
3788,"241    172079
Name: id, dtype: int64",217530,No Mapping,No Mapping,TN,0.00532926,,,,,
3789,"241    172079
Name: id, dtype: int64",217451,No Mapping,No Mapping,TN,0.005084729,,,,,
3790,"241    172079
Name: id, dtype: int64",71339,No Mapping,No Mapping,TN,0.005058008,,,,,
3791,"241    172079
Name: id, dtype: int64",217458,No Mapping,No Mapping,TN,0.005032684,,,,,
3792,"241    172079
Name: id, dtype: int64",217461,No Mapping,No Mapping,TN,0.005032684,,,,,
3793,"241    172079
Name: id, dtype: int64",21510,No Mapping,No Mapping,TN,0.004897909,,,,,
3794,"241    172079
Name: id, dtype: int64",217459,No Mapping,No Mapping,TN,0.004890411,,,,,
3795,"241    172079
Name: id, dtype: int64",217502,No Mapping,No Mapping,TN,0.004663849,,,,,
3796,"241    172079
Name: id, dtype: int64",120637,No Mapping,No Mapping,TN,0.004604101,,,,,
3797,"241    172079
Name: id, dtype: int64",110144,No Mapping,No Mapping,TN,0.004508773,,,,,
3798,"241    172079
Name: id, dtype: int64",217442,No Mapping,No Mapping,TN,0.004486623,,,,,
3799,"241    172079
Name: id, dtype: int64",217505,No Mapping,No Mapping,TN,0.00447557,,,,,
3800,"241    172079
Name: id, dtype: int64",217439,No Mapping,No Mapping,TN,0.004431397,,,,,
3801,"241    172079
Name: id, dtype: int64",217433,No Mapping,No Mapping,TN,0.004431397,,,,,
3802,"241    172079
Name: id, dtype: int64",217454,No Mapping,No Mapping,TN,0.004420231,,,,,
3803,"241    172079
Name: id, dtype: int64",217477,No Mapping,No Mapping,TN,0.004407392,,,,,
3804,"241    172079
Name: id, dtype: int64",110147,No Mapping,No Mapping,TN,0.004404283,,,,,
3805,"241    172079
Name: id, dtype: int64",217498,No Mapping,No Mapping,TN,0.004379724,,,,,
3806,"241    172079
Name: id, dtype: int64",80093,No Mapping,No Mapping,TN,0.00437921,,,,,
3807,"241    172079
Name: id, dtype: int64",217496,No Mapping,No Mapping,TN,0.004377521,,,,,
3808,"241    172079
Name: id, dtype: int64",43849,No Mapping,No Mapping,TN,0.004142959,,,,,
3809,"241    172079
Name: id, dtype: int64",217527,No Mapping,No Mapping,TN,0.004142838,,,,,
3810,"241    172079
Name: id, dtype: int64",85798,No Mapping,No Mapping,TN,0.004093214,,,,,
3811,"241    172079
Name: id, dtype: int64",80111,No Mapping,No Mapping,TN,0.004030729,,,,,
3812,"241    172079
Name: id, dtype: int64",43672,No Mapping,No Mapping,TN,0.003961586,,,,,
3813,"241    172079
Name: id, dtype: int64",110126,No Mapping,No Mapping,TN,0.003885646,,,,,
3814,"241    172079
Name: id, dtype: int64",80104,No Mapping,No Mapping,TN,0.003830721,,,,,
3815,"241    172079
Name: id, dtype: int64",78170,No Mapping,No Mapping,TN,0.003791371,,,,,
3816,"241    172079
Name: id, dtype: int64",217421,No Mapping,No Mapping,TN,0.003777796,,,,,
3817,"241    172079
Name: id, dtype: int64",172078,No Mapping,No Mapping,TN,0.003768225,,,,,
3818,"241    172079
Name: id, dtype: int64",217475,No Mapping,No Mapping,TN,0.003762931,,,,,
3819,"241    172079
Name: id, dtype: int64",217472,No Mapping,No Mapping,TN,0.00371706,,,,,
3820,"241    172079
Name: id, dtype: int64",120638,No Mapping,No Mapping,TN,0.003709329,,,,,
3821,"241    172079
Name: id, dtype: int64",85803,No Mapping,No Mapping,TN,0.003675951,,,,,
3822,"241    172079
Name: id, dtype: int64",26536,No Mapping,No Mapping,TN,0.003675749,,,,,
3823,"241    172079
Name: id, dtype: int64",135878,No Mapping,No Mapping,TN,0.003611519,,,,,
3824,"241    172079
Name: id, dtype: int64",190501,No Mapping,No Mapping,TN,0.003611519,,,,,
3825,"241    172079
Name: id, dtype: int64",71336,No Mapping,No Mapping,TN,0.003495113,,,,,
3826,"241    172079
Name: id, dtype: int64",135766,No Mapping,No Mapping,TN,0.00348991,,,,,
3827,"241    172079
Name: id, dtype: int64",217526,No Mapping,No Mapping,TN,0.003458248,,,,,
3828,"241    172079
Name: id, dtype: int64",217424,No Mapping,No Mapping,TN,0.003412064,,,,,
3829,"241    172079
Name: id, dtype: int64",23888,No Mapping,No Mapping,TN,0.003411612,,,,,
3830,"241    172079
Name: id, dtype: int64",57364,No Mapping,No Mapping,TN,0.00327569,,,,,
3831,"241    172079
Name: id, dtype: int64",217419,No Mapping,No Mapping,TN,0.00324083,,,,,
3832,"241    172079
Name: id, dtype: int64",217465,No Mapping,No Mapping,TN,0.003193178,,,,,
3833,"241    172079
Name: id, dtype: int64",217426,No Mapping,No Mapping,TN,0.003144342,,,,,
3834,"241    172079
Name: id, dtype: int64",217425,No Mapping,No Mapping,TN,0.002847186,,,,,
3835,"241    172079
Name: id, dtype: int64",110141,No Mapping,No Mapping,TN,0.002830699,,,,,
3836,"241    172079
Name: id, dtype: int64",217460,No Mapping,No Mapping,TN,0.002443728,,,,,
3837,"241    172079
Name: id, dtype: int64",217455,No Mapping,No Mapping,TN,0.002442158,,,,,
3838,"241    172079
Name: id, dtype: int64",217447,No Mapping,No Mapping,TN,0.002442158,,,,,
4020,"238    158005
Name: id, dtype: int64",158005,Iran deal,Iran deal,TP,1,,,,,
4021,"238    158005
Name: id, dtype: int64",57373,Iran deal,Iran deal,TP,0.650103983,,,,,
4022,"238    158005
Name: id, dtype: int64",48823,Iran deal,Iran deal,TP,0.648602996,,,,,
4023,"238    158005
Name: id, dtype: int64",120634,Iran deal,Iran deal,TP,0.3402203,,,,,
4024,"238    158005
Name: id, dtype: int64",85797,No Mapping,No Mapping,TN,0.124222488,,,,,
4025,"238    158005
Name: id, dtype: int64",110146,No Mapping,No Mapping,TN,0.077932172,,,,,
4026,"238    158005
Name: id, dtype: int64",217520,No Mapping,No Mapping,TN,0.066416006,,,,,
4027,"238    158005
Name: id, dtype: int64",48813,No Mapping,No Mapping,TN,0.063348106,,,,,
4028,"238    158005
Name: id, dtype: int64",172093,No Mapping,No Mapping,TN,0.058324042,,,,,
4029,"238    158005
Name: id, dtype: int64",21508,No Mapping,No Mapping,TN,0.058059361,,,,,
4030,"238    158005
Name: id, dtype: int64",139673,No Mapping,No Mapping,TN,0.056109821,,,,,
4031,"238    158005
Name: id, dtype: int64",172080,No Mapping,No Mapping,TN,0.048147328,,,,,
4032,"238    158005
Name: id, dtype: int64",39167,No Mapping,No Mapping,TN,0.045330082,,,,,
4033,"238    158005
Name: id, dtype: int64",44993,No Mapping,No Mapping,TN,0.044812033,,,,,
4034,"238    158005
Name: id, dtype: int64",71338,No Mapping,No Mapping,TN,0.043892439,,,,,
4035,"238    158005
Name: id, dtype: int64",39516,No Mapping,No Mapping,TN,0.043556249,,,,,
4036,"238    158005
Name: id, dtype: int64",214886,No Mapping,No Mapping,TN,0.042666926,,,,,
4037,"238    158005
Name: id, dtype: int64",110135,No Mapping,No Mapping,TN,0.040603935,,,,,
4038,"238    158005
Name: id, dtype: int64",138517,No Mapping,No Mapping,TN,0.040211309,,,,,
4039,"238    158005
Name: id, dtype: int64",110156,No Mapping,No Mapping,TN,0.039096982,,,,,
4040,"238    158005
Name: id, dtype: int64",21511,No Mapping,No Mapping,TN,0.038843007,,,,,
4041,"238    158005
Name: id, dtype: int64",85801,No Mapping,No Mapping,TN,0.037222672,,,,,
4042,"238    158005
Name: id, dtype: int64",120629,No Mapping,No Mapping,TN,0.034374888,,,,,
4043,"238    158005
Name: id, dtype: int64",110176,No Mapping,No Mapping,TN,0.034150591,,,,,
4044,"238    158005
Name: id, dtype: int64",120630,No Mapping,No Mapping,TN,0.032898091,,,,,
4045,"238    158005
Name: id, dtype: int64",21448,No Mapping,No Mapping,TN,0.032020073,,,,,
4046,"238    158005
Name: id, dtype: int64",48388,No Mapping,No Mapping,TN,0.031912415,,,,,
4047,"238    158005
Name: id, dtype: int64",140362,No Mapping,No Mapping,TN,0.031356405,,,,,
4048,"238    158005
Name: id, dtype: int64",21512,No Mapping,No Mapping,TN,0.031345371,,,,,
4049,"238    158005
Name: id, dtype: int64",120637,No Mapping,No Mapping,TN,0.030422428,,,,,
4050,"238    158005
Name: id, dtype: int64",35776,No Mapping,No Mapping,TN,0.030347758,,,,,
4051,"238    158005
Name: id, dtype: int64",110129,No Mapping,No Mapping,TN,0.02954075,,,,,
4052,"238    158005
Name: id, dtype: int64",85805,No Mapping,No Mapping,TN,0.029049954,,,,,
4053,"238    158005
Name: id, dtype: int64",39232,No Mapping,No Mapping,TN,0.028494493,,,,,
4054,"238    158005
Name: id, dtype: int64",110164,No Mapping,No Mapping,TN,0.028334252,,,,,
4055,"238    158005
Name: id, dtype: int64",36650,No Mapping,No Mapping,TN,0.027860611,,,,,
4056,"238    158005
Name: id, dtype: int64",214943,No Mapping,No Mapping,TN,0.027135804,,,,,
4057,"238    158005
Name: id, dtype: int64",44928,No Mapping,No Mapping,TN,0.026806967,,,,,
4058,"238    158005
Name: id, dtype: int64",57441,No Mapping,No Mapping,TN,0.025924629,,,,,
4059,"238    158005
Name: id, dtype: int64",217426,No Mapping,No Mapping,TN,0.025425148,,,,,
4060,"238    158005
Name: id, dtype: int64",172091,No Mapping,No Mapping,TN,0.025156825,,,,,
4061,"238    158005
Name: id, dtype: int64",21502,No Mapping,No Mapping,TN,0.024957987,,,,,
4062,"238    158005
Name: id, dtype: int64",71345,No Mapping,No Mapping,TN,0.02465021,,,,,
4063,"238    158005
Name: id, dtype: int64",217484,No Mapping,No Mapping,TN,0.024433179,,,,,
4064,"238    158005
Name: id, dtype: int64",214889,No Mapping,No Mapping,TN,0.024118779,,,,,
4065,"238    158005
Name: id, dtype: int64",80092,No Mapping,No Mapping,TN,0.023908467,,,,,
4066,"238    158005
Name: id, dtype: int64",57378,No Mapping,No Mapping,TN,0.023209954,,,,,
4067,"238    158005
Name: id, dtype: int64",217488,No Mapping,No Mapping,TN,0.022944363,,,,,
4068,"238    158005
Name: id, dtype: int64",44040,No Mapping,No Mapping,TN,0.022658613,,,,,
4069,"238    158005
Name: id, dtype: int64",139571,No Mapping,No Mapping,TN,0.022580766,,,,,
4070,"238    158005
Name: id, dtype: int64",71341,No Mapping,No Mapping,TN,0.022543195,,,,,
4071,"238    158005
Name: id, dtype: int64",110137,No Mapping,No Mapping,TN,0.022355881,,,,,
4072,"238    158005
Name: id, dtype: int64",78171,No Mapping,No Mapping,TN,0.022250864,,,,,
4073,"238    158005
Name: id, dtype: int64",110172,No Mapping,No Mapping,TN,0.022250717,,,,,
4074,"238    158005
Name: id, dtype: int64",120631,No Mapping,No Mapping,TN,0.021969311,,,,,
4075,"238    158005
Name: id, dtype: int64",140086,No Mapping,No Mapping,TN,0.021849983,,,,,
4076,"238    158005
Name: id, dtype: int64",214876,No Mapping,No Mapping,TN,0.021788369,,,,,
4077,"238    158005
Name: id, dtype: int64",43672,No Mapping,No Mapping,TN,0.021211038,,,,,
4078,"238    158005
Name: id, dtype: int64",47979,No Mapping,No Mapping,TN,0.021178191,,,,,
4079,"238    158005
Name: id, dtype: int64",110165,No Mapping,No Mapping,TN,0.020947658,,,,,
4080,"238    158005
Name: id, dtype: int64",172084,No Mapping,No Mapping,TN,0.020764498,,,,,
4081,"238    158005
Name: id, dtype: int64",172086,No Mapping,No Mapping,TN,0.020751288,,,,,
4082,"238    158005
Name: id, dtype: int64",21500,No Mapping,No Mapping,TN,0.019464454,,,,,
4083,"238    158005
Name: id, dtype: int64",156656,No Mapping,No Mapping,TN,0.019227642,,,,,
4084,"238    158005
Name: id, dtype: int64",110145,No Mapping,No Mapping,TN,0.01887355,,,,,
4085,"238    158005
Name: id, dtype: int64",151262,No Mapping,No Mapping,TN,0.01870921,,,,,
4086,"238    158005
Name: id, dtype: int64",217476,No Mapping,No Mapping,TN,0.018699815,,,,,
4087,"238    158005
Name: id, dtype: int64",80106,No Mapping,No Mapping,TN,0.018536505,,,,,
4088,"238    158005
Name: id, dtype: int64",47078,No Mapping,No Mapping,TN,0.01838735,,,,,
4089,"238    158005
Name: id, dtype: int64",80097,No Mapping,No Mapping,TN,0.017993951,,,,,
4090,"238    158005
Name: id, dtype: int64",110144,No Mapping,No Mapping,TN,0.017960042,,,,,
4091,"238    158005
Name: id, dtype: int64",217501,No Mapping,No Mapping,TN,0.017836688,,,,,
4092,"238    158005
Name: id, dtype: int64",190522,No Mapping,No Mapping,TN,0.017648591,,,,,
4093,"238    158005
Name: id, dtype: int64",214973,No Mapping,No Mapping,TN,0.017485267,,,,,
4094,"238    158005
Name: id, dtype: int64",172078,No Mapping,No Mapping,TN,0.017469814,,,,,
4095,"238    158005
Name: id, dtype: int64",172081,No Mapping,No Mapping,TN,0.016608002,,,,,
4096,"238    158005
Name: id, dtype: int64",190524,No Mapping,No Mapping,TN,0.016483236,,,,,
4097,"238    158005
Name: id, dtype: int64",110175,No Mapping,No Mapping,TN,0.016428065,,,,,
4098,"238    158005
Name: id, dtype: int64",78169,No Mapping,No Mapping,TN,0.016361948,,,,,
4099,"238    158005
Name: id, dtype: int64",85825,No Mapping,No Mapping,TN,0.016101219,,,,,
4100,"238    158005
Name: id, dtype: int64",141886,No Mapping,No Mapping,TN,0.016026576,,,,,
4101,"238    158005
Name: id, dtype: int64",214893,No Mapping,No Mapping,TN,0.016007631,,,,,
4102,"238    158005
Name: id, dtype: int64",157527,No Mapping,No Mapping,TN,0.015876845,,,,,
4103,"238    158005
Name: id, dtype: int64",21413,No Mapping,No Mapping,TN,0.015853477,,,,,
4104,"238    158005
Name: id, dtype: int64",190500,No Mapping,No Mapping,TN,0.015596671,,,,,
4105,"238    158005
Name: id, dtype: int64",139776,No Mapping,No Mapping,TN,0.015334501,,,,,
4106,"238    158005
Name: id, dtype: int64",172100,No Mapping,No Mapping,TN,0.015216034,,,,,
4107,"238    158005
Name: id, dtype: int64",57360,No Mapping,No Mapping,TN,0.015197064,,,,,
4108,"238    158005
Name: id, dtype: int64",190517,No Mapping,No Mapping,TN,0.015186728,,,,,
4109,"238    158005
Name: id, dtype: int64",214883,No Mapping,No Mapping,TN,0.015077984,,,,,
4110,"238    158005
Name: id, dtype: int64",217482,No Mapping,No Mapping,TN,0.01506347,,,,,
4111,"238    158005
Name: id, dtype: int64",217477,No Mapping,No Mapping,TN,0.014918258,,,,,
4112,"238    158005
Name: id, dtype: int64",80093,No Mapping,No Mapping,TN,0.014822867,,,,,
4113,"238    158005
Name: id, dtype: int64",80107,No Mapping,No Mapping,TN,0.014798037,,,,,
4114,"238    158005
Name: id, dtype: int64",85803,No Mapping,No Mapping,TN,0.014218905,,,,,
4115,"238    158005
Name: id, dtype: int64",80104,No Mapping,No Mapping,TN,0.012966324,,,,,
4116,"238    158005
Name: id, dtype: int64",80096,No Mapping,No Mapping,TN,0.012903777,,,,,
4117,"238    158005
Name: id, dtype: int64",48785,No Mapping,No Mapping,TN,0.012746553,,,,,
4118,"238    158005
Name: id, dtype: int64",57377,No Mapping,No Mapping,TN,0.012703043,,,,,
4119,"238    158005
Name: id, dtype: int64",217466,No Mapping,No Mapping,TN,0.012513828,,,,,
4120,"238    158005
Name: id, dtype: int64",141701,No Mapping,No Mapping,TN,0.012283697,,,,,
4121,"238    158005
Name: id, dtype: int64",35347,No Mapping,No Mapping,TN,0.012182594,,,,,
4122,"238    158005
Name: id, dtype: int64",138243,No Mapping,No Mapping,TN,0.012082205,,,,,
4123,"238    158005
Name: id, dtype: int64",80101,No Mapping,No Mapping,TN,0.012038602,,,,,
4124,"238    158005
Name: id, dtype: int64",42951,No Mapping,No Mapping,TN,0.011980346,,,,,
4125,"238    158005
Name: id, dtype: int64",120638,No Mapping,No Mapping,TN,0.011954629,,,,,
4126,"238    158005
Name: id, dtype: int64",142300,No Mapping,No Mapping,TN,0.011869932,,,,,
4127,"238    158005
Name: id, dtype: int64",110151,No Mapping,No Mapping,TN,0.011819215,,,,,
4128,"238    158005
Name: id, dtype: int64",217464,No Mapping,No Mapping,TN,0.011704429,,,,,
4129,"238    158005
Name: id, dtype: int64",217508,No Mapping,No Mapping,TN,0.011383542,,,,,
4130,"238    158005
Name: id, dtype: int64",217444,No Mapping,No Mapping,TN,0.011237395,,,,,
4131,"238    158005
Name: id, dtype: int64",217539,No Mapping,No Mapping,TN,0.011119658,,,,,
4132,"238    158005
Name: id, dtype: int64",57385,No Mapping,No Mapping,TN,0.011115711,,,,,
4133,"238    158005
Name: id, dtype: int64",172083,No Mapping,No Mapping,TN,0.011101671,,,,,
4134,"238    158005
Name: id, dtype: int64",57364,No Mapping,No Mapping,TN,0.011087642,,,,,
4135,"238    158005
Name: id, dtype: int64",172088,No Mapping,No Mapping,TN,0.011048842,,,,,
4136,"238    158005
Name: id, dtype: int64",43849,No Mapping,No Mapping,TN,0.010940253,,,,,
4137,"238    158005
Name: id, dtype: int64",85793,No Mapping,No Mapping,TN,0.010919817,,,,,
4138,"238    158005
Name: id, dtype: int64",80105,No Mapping,No Mapping,TN,0.010755892,,,,,
4139,"238    158005
Name: id, dtype: int64",217473,No Mapping,No Mapping,TN,0.01073889,,,,,
4140,"238    158005
Name: id, dtype: int64",71343,No Mapping,No Mapping,TN,0.010418047,,,,,
4141,"238    158005
Name: id, dtype: int64",190528,No Mapping,No Mapping,TN,0.010324138,,,,,
4142,"238    158005
Name: id, dtype: int64",217513,No Mapping,No Mapping,TN,0.010189209,,,,,
4143,"238    158005
Name: id, dtype: int64",217514,No Mapping,No Mapping,TN,0.010189209,,,,,
4144,"238    158005
Name: id, dtype: int64",172085,No Mapping,No Mapping,TN,0.009937491,,,,,
4145,"238    158005
Name: id, dtype: int64",214894,No Mapping,No Mapping,TN,0.009888059,,,,,
