,root_article,article_compared,cateogry ID,FP/FN/TP/TN,score
3393,"1    21448
Name: id, dtype: int64",217467,No Mapping,TN,0.014522541
3394,"374    217490
Name: id, dtype: int64",120634,No Mapping,TN,0.014505245
3395,"37    38658
Name: id, dtype: int64",141701,No Mapping,TN,0.014497827
3396,"350    217466
Name: id, dtype: int64",110161,No Mapping,TN,0.014495868
3397,"247    172085
Name: id, dtype: int64",85807,No Mapping,TN,0.014490302
3398,"326    217442
Name: id, dtype: int64",156818,No Mapping,TN,0.014485531
3399,"374    217490
Name: id, dtype: int64",217500,No Mapping,FN,0.014453589
3400,"374    217490
Name: id, dtype: int64",217495,No Mapping,FN,0.014453589
3401,"326    217442
Name: id, dtype: int64",78171,No Mapping,TN,0.014410444
3402,"1    21448
Name: id, dtype: int64",152706,No Mapping,TN,0.014400624
3403,"302    217418
Name: id, dtype: int64",35996,No Mapping,TN,0.014374872
3404,"75    49480
Name: id, dtype: int64",217492,No Mapping,TN,0.014372635
3405,"350    217466
Name: id, dtype: int64",85793,No Mapping,TN,0.0143675
3406,"35    37252
Name: id, dtype: int64",49198,No Mapping,TN,0.014342789
3407,"1    21448
Name: id, dtype: int64",39730,No Mapping,TN,0.014338999
3408,"197    120639
Name: id, dtype: int64",135766,No Mapping,TN,0.014323123
3409,"1    21448
Name: id, dtype: int64",217437,No Mapping,TN,0.014322787
3410,"227    151832
Name: id, dtype: int64",172091,No Mapping,TN,0.01431941
3411,"197    120639
Name: id, dtype: int64",217530,No Mapping,TN,0.014318223
3412,"118    80094
Name: id, dtype: int64",152264,No Mapping,TN,0.014316258
3413,"302    217418
Name: id, dtype: int64",156194,No Mapping,TN,0.014314893
3414,"292    214888
Name: id, dtype: int64",110157,No Mapping,TN,0.014312159
3415,"292    214888
Name: id, dtype: int64",217502,No Mapping,TN,0.014299954
3416,"292    214888
Name: id, dtype: int64",120628,No Mapping,TN,0.014292983
3417,"75    49480
Name: id, dtype: int64",39167,No Mapping,TN,0.014292005
3418,"326    217442
Name: id, dtype: int64",217436,No Mapping,TN,0.01428529
3419,"35    37252
Name: id, dtype: int64",25227,No Mapping,TN,0.014282531
3420,"227    151832
Name: id, dtype: int64",78171,No Mapping,TN,0.014279227
3421,"75    49480
Name: id, dtype: int64",138243,No Mapping,TN,0.014270173
3422,"292    214888
Name: id, dtype: int64",139571,No Mapping,TN,0.014267271
3423,"238    158005
Name: id, dtype: int64",85803,No Mapping,TN,0.014267011
3424,"302    217418
Name: id, dtype: int64",80106,No Mapping,TN,0.014261852
3425,"292    214888
Name: id, dtype: int64",152264,No Mapping,TN,0.014254044
3426,"241    172079
Name: id, dtype: int64",217445,No Mapping,TN,0.014246151
3427,"241    172079
Name: id, dtype: int64",217444,No Mapping,TN,0.014246151
3428,"302    217418
Name: id, dtype: int64",217517,No Mapping,TN,0.014197142
3429,"374    217490
Name: id, dtype: int64",21512,No Mapping,TN,0.014161362
3430,"326    217442
Name: id, dtype: int64",172100,No Mapping,TN,0.014156126
3431,"35    37252
Name: id, dtype: int64",217422,No Mapping,TN,0.014147979
3432,"241    172079
Name: id, dtype: int64",23878,No Mapping,TN,0.014144499
3433,"227    151832
Name: id, dtype: int64",49480,No Mapping,TN,0.01414266
3434,"75    49480
Name: id, dtype: int64",151832,No Mapping,TN,0.01414266
3435,"397    217515
Name: id, dtype: int64",35723,No Mapping,TN,0.014142101
3436,"75    49480
Name: id, dtype: int64",80105,No Mapping,TN,0.014115704
3437,"350    217466
Name: id, dtype: int64",85880,No Mapping,TN,0.014113137
3438,"247    172085
Name: id, dtype: int64",80107,No Mapping,TN,0.014108205
3439,"46    40617
Name: id, dtype: int64",21502,No Mapping,TN,0.014099318
3440,"75    49480
Name: id, dtype: int64",21504,No Mapping,TN,0.014089578
3441,"75    49480
Name: id, dtype: int64",48914,No Mapping,TN,0.014069176
3442,"1    21448
Name: id, dtype: int64",80101,No Mapping,TN,0.0140406
3443,"37    38658
Name: id, dtype: int64",110175,No Mapping,TN,0.014023227
3444,"374    217490
Name: id, dtype: int64",139571,No Mapping,TN,0.0140166
3445,"35    37252
Name: id, dtype: int64",23877,No Mapping,TN,0.014014818
3446,"1    21448
Name: id, dtype: int64",40754,No Mapping,TN,0.014005385
3447,"1    21448
Name: id, dtype: int64",217455,No Mapping,TN,0.014002819
3448,"1    21448
Name: id, dtype: int64",217447,No Mapping,TN,0.014002819
3449,"241    172079
Name: id, dtype: int64",110133,No Mapping,TN,0.013988973
3450,"292    214888
Name: id, dtype: int64",39730,No Mapping,TN,0.013984981
3451,"1    21448
Name: id, dtype: int64",190512,No Mapping,TN,0.01397679
3452,"37    38658
Name: id, dtype: int64",21510,No Mapping,TN,0.013970788
3453,"292    214888
Name: id, dtype: int64",110160,No Mapping,TN,0.013968123
3454,"197    120639
Name: id, dtype: int64",217488,No Mapping,TN,0.013961454
3455,"46    40617
Name: id, dtype: int64",217529,No Mapping,TN,0.013959314
3456,"46    40617
Name: id, dtype: int64",49614,No Mapping,TN,0.013947809
3457,"302    217418
Name: id, dtype: int64",23888,No Mapping,TN,0.013947167
3458,"227    151832
Name: id, dtype: int64",217418,No Mapping,TN,0.013924415
3459,"302    217418
Name: id, dtype: int64",151832,No Mapping,TN,0.013924415
3460,"326    217442
Name: id, dtype: int64",57379,No Mapping,TN,0.013920533
3461,"35    37252
Name: id, dtype: int64",217466,No Mapping,TN,0.013917394
3462,"350    217466
Name: id, dtype: int64",37252,No Mapping,TN,0.013917394
3463,"197    120639
Name: id, dtype: int64",217490,No Mapping,TN,0.013916393
3464,"374    217490
Name: id, dtype: int64",120639,No Mapping,TN,0.013916393
3465,"118    80094
Name: id, dtype: int64",85804,No Mapping,TN,0.013882493
3466,"247    172085
Name: id, dtype: int64",190526,No Mapping,TN,0.013876229
3467,"46    40617
Name: id, dtype: int64",80104,No Mapping,TN,0.013871539
3468,"374    217490
Name: id, dtype: int64",217484,No Mapping,TN,0.013861146
3469,"197    120639
Name: id, dtype: int64",152512,No Mapping,TN,0.013859853
3470,"247    172085
Name: id, dtype: int64",135213,No Mapping,TN,0.013844283
3471,"350    217466
Name: id, dtype: int64",48388,No Mapping,TN,0.013839117
3472,"1    21448
Name: id, dtype: int64",217453,No Mapping,TN,0.013837382
3473,"52    43447
Name: id, dtype: int64",23884,No Mapping,TN,0.01380066
3474,"292    214888
Name: id, dtype: int64",85880,No Mapping,TN,0.013791566
3475,"35    37252
Name: id, dtype: int64",49480,No Mapping,TN,0.013789875
3476,"75    49480
Name: id, dtype: int64",37252,No Mapping,TN,0.013789875
3477,"118    80094
Name: id, dtype: int64",110176,No Mapping,TN,0.013776981
3478,"35    37252
Name: id, dtype: int64",190500,No Mapping,TN,0.013764341
3479,"1    21448
Name: id, dtype: int64",110144,No Mapping,TN,0.013713542
3480,"227    151832
Name: id, dtype: int64",110154,No Mapping,TN,0.013713162
3481,"302    217418
Name: id, dtype: int64",214883,No Mapping,TN,0.013696556
3482,"46    40617
Name: id, dtype: int64",217425,No Mapping,TN,0.013687084
3483,"52    43447
Name: id, dtype: int64",49198,No Mapping,TN,0.013686576
3484,"52    43447
Name: id, dtype: int64",217450,No Mapping,TN,0.013677811
3485,"52    43447
Name: id, dtype: int64",217452,No Mapping,TN,0.013677811
3486,"52    43447
Name: id, dtype: int64",217501,No Mapping,TN,0.0136527
3487,"46    40617
Name: id, dtype: int64",214943,No Mapping,TN,0.013651269
3488,"37    38658
Name: id, dtype: int64",120634,No Mapping,TN,0.013641209
3489,"35    37252
Name: id, dtype: int64",217425,No Mapping,TN,0.013627496
3490,"46    40617
Name: id, dtype: int64",172078,No Mapping,TN,0.013616938
3491,"247    172085
Name: id, dtype: int64",217427,No Mapping,TN,0.01361373
3492,"326    217442
Name: id, dtype: int64",217524,No Mapping,TN,0.01360997
3493,"35    37252
Name: id, dtype: int64",110143,No Mapping,TN,0.013583837
3494,"247    172085
Name: id, dtype: int64",172086,No Mapping,TN,0.013581772
3495,"37    38658
Name: id, dtype: int64",190517,No Mapping,TN,0.013566726
3496,"374    217490
Name: id, dtype: int64",85802,No Mapping,TN,0.013559357
3497,"35    37252
Name: id, dtype: int64",190522,No Mapping,TN,0.01355103
3498,"46    40617
Name: id, dtype: int64",85802,No Mapping,TN,0.013537178
3499,"118    80094
Name: id, dtype: int64",137143,No Mapping,TN,0.01353643
3500,"75    49480
Name: id, dtype: int64",110135,No Mapping,TN,0.013535183
3501,"241    172079
Name: id, dtype: int64",217531,No Mapping,TN,0.013530318
3502,"1    21448
Name: id, dtype: int64",190528,No Mapping,TN,0.013516807
3503,"374    217490
Name: id, dtype: int64",120636,No Mapping,TN,0.013503725
3504,"118    80094
Name: id, dtype: int64",80108,No Mapping,TN,0.013499141
3505,"118    80094
Name: id, dtype: int64",46896,No Mapping,TN,0.013497019
3506,"75    49480
Name: id, dtype: int64",36823,No Mapping,TN,0.013474249
3507,"292    214888
Name: id, dtype: int64",217436,No Mapping,TN,0.01346681
3508,"75    49480
Name: id, dtype: int64",217478,No Mapping,TN,0.013462249
3509,"37    38658
Name: id, dtype: int64",217523,No Mapping,TN,0.013432588
3510,"292    214888
Name: id, dtype: int64",217498,No Mapping,TN,0.013426059
3511,"292    214888
Name: id, dtype: int64",217496,No Mapping,TN,0.013421554
3512,"292    214888
Name: id, dtype: int64",217477,No Mapping,TN,0.013418584
3513,"247    172085
Name: id, dtype: int64",57368,No Mapping,TN,0.013410795
3514,"35    37252
Name: id, dtype: int64",214874,No Mapping,TN,0.013409348
3515,"292    214888
Name: id, dtype: int64",23888,No Mapping,TN,0.01340888
3516,"1    21448
Name: id, dtype: int64",80099,No Mapping,TN,0.013389195
3517,"75    49480
Name: id, dtype: int64",217527,No Mapping,TN,0.013387493
3518,"35    37252
Name: id, dtype: int64",217464,No Mapping,TN,0.013373031
3519,"46    40617
Name: id, dtype: int64",217436,No Mapping,TN,0.013368898
3520,"37    38658
Name: id, dtype: int64",110147,No Mapping,TN,0.013367905
3521,"302    217418
Name: id, dtype: int64",71338,No Mapping,TN,0.013366984
3522,"241    172079
Name: id, dtype: int64",217536,No Mapping,TN,0.013355207
3523,"197    120639
Name: id, dtype: int64",44993,No Mapping,TN,0.01335504
3524,"374    217490
Name: id, dtype: int64",80105,No Mapping,TN,0.013343742
3525,"247    172085
Name: id, dtype: int64",85798,No Mapping,TN,0.013337448
3526,"46    40617
Name: id, dtype: int64",35776,No Mapping,TN,0.01333014
3527,"35    37252
Name: id, dtype: int64",135213,No Mapping,TN,0.013322213
3528,"374    217490
Name: id, dtype: int64",139100,No Mapping,TN,0.013314853
3529,"46    40617
Name: id, dtype: int64",172084,No Mapping,TN,0.013314133
3530,"197    120639
Name: id, dtype: int64",217468,No Mapping,TN,0.01330588
3531,"241    172079
Name: id, dtype: int64",71338,No Mapping,TN,0.013290577
3532,"302    217418
Name: id, dtype: int64",217502,No Mapping,TN,0.013262874
3533,"326    217442
Name: id, dtype: int64",57364,No Mapping,TN,0.01326119
3534,"118    80094
Name: id, dtype: int64",110129,No Mapping,TN,0.013249594
3535,"350    217466
Name: id, dtype: int64",172102,No Mapping,TN,0.013246626
3536,"197    120639
Name: id, dtype: int64",21454,No Mapping,TN,0.01322736
3537,"37    38658
Name: id, dtype: int64",57368,No Mapping,TN,0.013225306
3538,"118    80094
Name: id, dtype: int64",80097,No Mapping,TN,0.013222938
3539,"75    49480
Name: id, dtype: int64",57385,No Mapping,TN,0.013222778
3540,"302    217418
Name: id, dtype: int64",78169,No Mapping,TN,0.013218495
3541,"46    40617
Name: id, dtype: int64",39730,No Mapping,TN,0.013212163
3542,"326    217442
Name: id, dtype: int64",217532,No Mapping,TN,0.013203756
3543,"35    37252
Name: id, dtype: int64",21413,No Mapping,TN,0.01319852
3544,"247    172085
Name: id, dtype: int64",40608,No Mapping,TN,0.013194522
3545,"46    40617
Name: id, dtype: int64",110176,No Mapping,TN,0.013163259
3546,"292    214888
Name: id, dtype: int64",217474,No Mapping,TN,0.013161548
3547,"197    120639
Name: id, dtype: int64",172096,No Mapping,TN,0.013159466
3548,"350    217466
Name: id, dtype: int64",80092,No Mapping,TN,0.013159288
3549,"35    37252
Name: id, dtype: int64",80109,No Mapping,TN,0.013151451
3550,"350    217466
Name: id, dtype: int64",110152,No Mapping,TN,0.013144218
3551,"35    37252
Name: id, dtype: int64",217465,No Mapping,TN,0.013139763
3552,"1    21448
Name: id, dtype: int64",217517,No Mapping,TN,0.013133242
3553,"75    49480
Name: id, dtype: int64",217483,No Mapping,TN,0.013125029
3554,"52    43447
Name: id, dtype: int64",172098,No Mapping,TN,0.013124914
3555,"374    217490
Name: id, dtype: int64",217517,No Mapping,TN,0.013118349
3556,"292    214888
Name: id, dtype: int64",156194,No Mapping,TN,0.013115522
3557,"227    151832
Name: id, dtype: int64",172092,No Mapping,TN,0.013113473
3558,"238    158005
Name: id, dtype: int64",80104,No Mapping,TN,0.013101254
3559,"241    172079
Name: id, dtype: int64",214875,No Mapping,TN,0.013086336
3560,"302    217418
Name: id, dtype: int64",214876,No Mapping,TN,0.013062393
3561,"227    151832
Name: id, dtype: int64",50026,No Mapping,TN,0.013048418
3562,"374    217490
Name: id, dtype: int64",172099,No Mapping,TN,0.013035795
3563,"197    120639
Name: id, dtype: int64",190518,No Mapping,TN,0.013035716
3564,"1    21448
Name: id, dtype: int64",44993,No Mapping,TN,0.013031141
3565,"37    38658
Name: id, dtype: int64",46175,No Mapping,TN,0.013020594
3566,"75    49480
Name: id, dtype: int64",217474,No Mapping,TN,0.013018101
3567,"302    217418
Name: id, dtype: int64",217497,No Mapping,TN,0.012992018
3568,"75    49480
Name: id, dtype: int64",71346,No Mapping,TN,0.012989695
3569,"37    38658
Name: id, dtype: int64",21506,No Mapping,TN,0.012986312
3570,"238    158005
Name: id, dtype: int64",80096,No Mapping,TN,0.012962294
3571,"227    151832
Name: id, dtype: int64",44040,No Mapping,TN,0.012952086
3572,"118    80094
Name: id, dtype: int64",214878,No Mapping,TN,0.012933924
3573,"302    217418
Name: id, dtype: int64",57368,No Mapping,TN,0.012933087
3574,"302    217418
Name: id, dtype: int64",217504,No Mapping,TN,0.012928407
3575,"46    40617
Name: id, dtype: int64",217435,No Mapping,TN,0.012926388
3576,"118    80094
Name: id, dtype: int64",217451,No Mapping,TN,0.012919725
3577,"374    217490
Name: id, dtype: int64",43849,No Mapping,TN,0.012911678
3578,"75    49480
Name: id, dtype: int64",85798,No Mapping,TN,0.012900477
3579,"118    80094
Name: id, dtype: int64",172085,No Mapping,TN,0.012899002
3580,"247    172085
Name: id, dtype: int64",80094,No Mapping,TN,0.012899002
3581,"1    21448
Name: id, dtype: int64",43849,No Mapping,TN,0.012876455
3582,"302    217418
Name: id, dtype: int64",134545,No Mapping,TN,0.012869588
3583,"52    43447
Name: id, dtype: int64",217455,No Mapping,TN,0.012865887
3584,"52    43447
Name: id, dtype: int64",217447,No Mapping,TN,0.012865887
3585,"241    172079
Name: id, dtype: int64",57368,No Mapping,TN,0.01285916
3586,"197    120639
Name: id, dtype: int64",217511,No Mapping,TN,0.012839081
3587,"350    217466
Name: id, dtype: int64",21508,No Mapping,TN,0.01283765
3588,"35    37252
Name: id, dtype: int64",172093,No Mapping,TN,0.012827055
3589,"241    172079
Name: id, dtype: int64",71350,No Mapping,TN,0.012824615
3590,"118    80094
Name: id, dtype: int64",217425,No Mapping,TN,0.01281967
3591,"197    120639
Name: id, dtype: int64",214934,No Mapping,TN,0.012813233
3592,"241    172079
Name: id, dtype: int64",217457,No Mapping,TN,0.012806846
3593,"118    80094
Name: id, dtype: int64",217458,No Mapping,TN,0.01278816
3594,"118    80094
Name: id, dtype: int64",217461,No Mapping,TN,0.01278816
3595,"75    49480
Name: id, dtype: int64",39232,No Mapping,TN,0.012777446
3596,"326    217442
Name: id, dtype: int64",172098,No Mapping,TN,0.012772836
3597,"238    158005
Name: id, dtype: int64",48785,No Mapping,TN,0.012772447
3598,"350    217466
Name: id, dtype: int64",71339,No Mapping,TN,0.012771431
3599,"35    37252
Name: id, dtype: int64",172095,No Mapping,TN,0.012755964
3600,"238    158005
Name: id, dtype: int64",57377,No Mapping,TN,0.012752326
3601,"197    120639
Name: id, dtype: int64",214895,No Mapping,TN,0.012733265
3602,"197    120639
Name: id, dtype: int64",110162,No Mapping,TN,0.012733122
3603,"302    217418
Name: id, dtype: int64",57364,No Mapping,TN,0.012733072
3604,"292    214888
Name: id, dtype: int64",110150,No Mapping,TN,0.012721099
3605,"37    38658
Name: id, dtype: int64",172087,No Mapping,TN,0.012718943
3789,"227    151832
Name: id, dtype: int64",190519,No Mapping,TN,0.01270284
3790,"374    217490
Name: id, dtype: int64",80100,No Mapping,TN,0.012686393
3791,"292    214888
Name: id, dtype: int64",36823,No Mapping,TN,0.0126778
3792,"302    217418
Name: id, dtype: int64",172095,No Mapping,TN,0.012676572
3793,"350    217466
Name: id, dtype: int64",190494,No Mapping,TN,0.012674226
3794,"241    172079
Name: id, dtype: int64",44928,No Mapping,TN,0.012672716
3795,"197    120639
Name: id, dtype: int64",214874,No Mapping,TN,0.012671804
3796,"52    43447
Name: id, dtype: int64",110176,No Mapping,TN,0.012665395
3797,"52    43447
Name: id, dtype: int64",80101,No Mapping,TN,0.012658538
3798,"350    217466
Name: id, dtype: int64",140496,No Mapping,TN,0.012605667
3799,"302    217418
Name: id, dtype: int64",214895,No Mapping,TN,0.012604609
3800,"197    120639
Name: id, dtype: int64",57366,No Mapping,TN,0.012604497
3801,"197    120639
Name: id, dtype: int64",217492,No Mapping,TN,0.01259214
3802,"350    217466
Name: id, dtype: int64",80098,No Mapping,TN,0.012583328
3803,"247    172085
Name: id, dtype: int64",217434,No Mapping,TN,0.012574606
3804,"350    217466
Name: id, dtype: int64",80099,No Mapping,TN,0.012566482
3805,"52    43447
Name: id, dtype: int64",217467,No Mapping,TN,0.012564197
3806,"35    37252
Name: id, dtype: int64",80110,No Mapping,TN,0.01255033
3807,"197    120639
Name: id, dtype: int64",190496,No Mapping,TN,0.012540192
3808,"197    120639
Name: id, dtype: int64",217471,No Mapping,TN,0.012529585
3809,"241    172079
Name: id, dtype: int64",35776,No Mapping,TN,0.012520239
3810,"238    158005
Name: id, dtype: int64",217466,No Mapping,TN,0.012511807
3811,"350    217466
Name: id, dtype: int64",158005,No Mapping,TN,0.012511807
3812,"350    217466
Name: id, dtype: int64",217532,No Mapping,TN,0.012509045
3813,"197    120639
Name: id, dtype: int64",110157,No Mapping,TN,0.012508337
3814,"292    214888
Name: id, dtype: int64",71346,No Mapping,TN,0.012498915
3815,"350    217466
Name: id, dtype: int64",120628,No Mapping,TN,0.012491477
3816,"46    40617
Name: id, dtype: int64",217473,No Mapping,TN,0.012456222
3817,"350    217466
Name: id, dtype: int64",71340,No Mapping,TN,0.012455367
3818,"302    217418
Name: id, dtype: int64",217498,No Mapping,TN,0.012452357
3819,"302    217418
Name: id, dtype: int64",80098,No Mapping,TN,0.012451753
3820,"302    217418
Name: id, dtype: int64",217496,No Mapping,TN,0.012448178
3821,"302    217418
Name: id, dtype: int64",217478,No Mapping,TN,0.012448106
3822,"350    217466
Name: id, dtype: int64",214883,No Mapping,TN,0.012440932
3823,"326    217442
Name: id, dtype: int64",80110,No Mapping,TN,0.012440626
3824,"197    120639
Name: id, dtype: int64",110171,No Mapping,TN,0.012414177
3825,"118    80094
Name: id, dtype: int64",217460,No Mapping,TN,0.012404369
3826,"247    172085
Name: id, dtype: int64",57364,No Mapping,TN,0.012403631
3827,"302    217418
Name: id, dtype: int64",190528,No Mapping,TN,0.012403593
3828,"302    217418
Name: id, dtype: int64",23877,No Mapping,TN,0.012398906
3829,"247    172085
Name: id, dtype: int64",40754,No Mapping,TN,0.012395861
3830,"247    172085
Name: id, dtype: int64",214893,No Mapping,TN,0.012394451
3831,"302    217418
Name: id, dtype: int64",110147,No Mapping,TN,0.01238042
3832,"46    40617
Name: id, dtype: int64",57365,No Mapping,TN,0.012353417
3833,"35    37252
Name: id, dtype: int64",71350,No Mapping,TN,0.012330722
3834,"302    217418
Name: id, dtype: int64",80093,No Mapping,TN,0.012330568
3835,"292    214888
Name: id, dtype: int64",217506,No Mapping,TN,0.012318379
3836,"374    217490
Name: id, dtype: int64",190500,No Mapping,TN,0.012316357
3837,"46    40617
Name: id, dtype: int64",152264,No Mapping,TN,0.012304553
3838,"118    80094
Name: id, dtype: int64",217429,No Mapping,TN,0.012289687
3839,"326    217442
Name: id, dtype: int64",110137,No Mapping,TN,0.012287441
3840,"52    43447
Name: id, dtype: int64",110172,No Mapping,TN,0.012278507
3841,"227    151832
Name: id, dtype: int64",71346,No Mapping,TN,0.012272134
3842,"238    158005
Name: id, dtype: int64",141701,No Mapping,TN,0.012271886
3843,"52    43447
Name: id, dtype: int64",110141,No Mapping,TN,0.012271128
3844,"247    172085
Name: id, dtype: int64",217432,No Mapping,TN,0.012258605
3845,"247    172085
Name: id, dtype: int64",217428,No Mapping,TN,0.012258605
3846,"326    217442
Name: id, dtype: int64",23872,No Mapping,TN,0.012240586
3847,"238    158005
Name: id, dtype: int64",35347,No Mapping,TN,0.012228863
3848,"1    21448
Name: id, dtype: int64",217482,No Mapping,TN,0.012210653
3849,"197    120639
Name: id, dtype: int64",217462,No Mapping,TN,0.012206514
3850,"197    120639
Name: id, dtype: int64",217463,No Mapping,TN,0.012206514
3851,"238    158005
Name: id, dtype: int64",138243,No Mapping,TN,0.012203175
3852,"227    151832
Name: id, dtype: int64",71338,No Mapping,TN,0.01219937
3853,"302    217418
Name: id, dtype: int64",57410,No Mapping,TN,0.012191558
3854,"118    80094
Name: id, dtype: int64",217418,No Mapping,TN,0.012187514
3855,"302    217418
Name: id, dtype: int64",80094,No Mapping,TN,0.012187514
3856,"197    120639
Name: id, dtype: int64",217519,No Mapping,TN,0.012149898
3857,"302    217418
Name: id, dtype: int64",190496,No Mapping,TN,0.012141302
3858,"37    38658
Name: id, dtype: int64",217424,No Mapping,TN,0.012103205
3859,"292    214888
Name: id, dtype: int64",37468,No Mapping,TN,0.012101613
3860,"75    49480
Name: id, dtype: int64",152706,No Mapping,TN,0.012100648
3861,"227    151832
Name: id, dtype: int64",217477,No Mapping,TN,0.012090203
3862,"326    217442
Name: id, dtype: int64",217422,No Mapping,TN,0.012082021
3863,"241    172079
Name: id, dtype: int64",110166,No Mapping,TN,0.012077277
3864,"238    158005
Name: id, dtype: int64",120638,No Mapping,TN,0.012069813
3865,"52    43447
Name: id, dtype: int64",110139,No Mapping,TN,0.012057839
3866,"46    40617
Name: id, dtype: int64",172098,No Mapping,TN,0.012054809
3867,"247    172085
Name: id, dtype: int64",57376,No Mapping,TN,0.012050884
3868,"238    158005
Name: id, dtype: int64",80101,No Mapping,TN,0.012031492
3869,"197    120639
Name: id, dtype: int64",217464,No Mapping,TN,0.012027343
3870,"197    120639
Name: id, dtype: int64",80101,No Mapping,TN,0.012020322
3871,"238    158005
Name: id, dtype: int64",142300,No Mapping,TN,0.012009648
3872,"35    37252
Name: id, dtype: int64",85793,No Mapping,TN,0.011987141
3873,"374    217490
Name: id, dtype: int64",217469,No Mapping,TN,0.01198479
3874,"241    172079
Name: id, dtype: int64",217517,No Mapping,TN,0.011982729
3875,"302    217418
Name: id, dtype: int64",141886,No Mapping,TN,0.011979284
3876,"35    37252
Name: id, dtype: int64",214885,No Mapping,TN,0.011967371
3877,"37    38658
Name: id, dtype: int64",44928,No Mapping,TN,0.011955556
3878,"238    158005
Name: id, dtype: int64",42951,No Mapping,TN,0.011950954
3879,"374    217490
Name: id, dtype: int64",217519,No Mapping,TN,0.011932654
3880,"326    217442
Name: id, dtype: int64",110127,No Mapping,TN,0.011926283
3881,"118    80094
Name: id, dtype: int64",214884,No Mapping,TN,0.011923848
3882,"302    217418
Name: id, dtype: int64",217468,No Mapping,TN,0.011921645
3883,"118    80094
Name: id, dtype: int64",71344,No Mapping,TN,0.011920687
3884,"46    40617
Name: id, dtype: int64",217419,No Mapping,TN,0.011901947
3885,"247    172085
Name: id, dtype: int64",25226,No Mapping,TN,0.011901934
3886,"227    151832
Name: id, dtype: int64",217428,No Mapping,TN,0.011893917
3887,"227    151832
Name: id, dtype: int64",217432,No Mapping,TN,0.011893917
3888,"35    37252
Name: id, dtype: int64",217534,No Mapping,TN,0.011893408
3889,"1    21448
Name: id, dtype: int64",214893,No Mapping,TN,0.01186591
3890,"227    151832
Name: id, dtype: int64",217497,No Mapping,TN,0.011857157
3891,"118    80094
Name: id, dtype: int64",110160,No Mapping,TN,0.01185204
3892,"241    172079
Name: id, dtype: int64",217535,No Mapping,TN,0.011851639
3893,"374    217490
Name: id, dtype: int64",142033,No Mapping,TN,0.011845778
3894,"238    158005
Name: id, dtype: int64",110151,No Mapping,TN,0.011845099
3895,"241    172079
Name: id, dtype: int64",25226,No Mapping,TN,0.011834568
3896,"46    40617
Name: id, dtype: int64",217456,No Mapping,TN,0.011830341
3897,"1    21448
Name: id, dtype: int64",217421,No Mapping,TN,0.011827982
3898,"37    38658
Name: id, dtype: int64",151598,No Mapping,TN,0.011827039
3899,"75    49480
Name: id, dtype: int64",80103,No Mapping,TN,0.01182223
3900,"75    49480
Name: id, dtype: int64",80110,No Mapping,TN,0.011821807
3901,"46    40617
Name: id, dtype: int64",214895,No Mapping,TN,0.011815207
3902,"350    217466
Name: id, dtype: int64",217507,No Mapping,TN,0.011812243
3903,"241    172079
Name: id, dtype: int64",217473,No Mapping,TN,0.011811434
3904,"227    151832
Name: id, dtype: int64",57368,No Mapping,TN,0.011803374
3905,"227    151832
Name: id, dtype: int64",217504,No Mapping,TN,0.011799103
3906,"37    38658
Name: id, dtype: int64",80101,No Mapping,TN,0.011794979
3907,"247    172085
Name: id, dtype: int64",214892,No Mapping,TN,0.011788719
3908,"302    217418
Name: id, dtype: int64",38952,No Mapping,TN,0.011779503
3909,"241    172079
Name: id, dtype: int64",44040,No Mapping,TN,0.01177724
3910,"1    21448
Name: id, dtype: int64",21485,No Mapping,TN,0.011758621
3911,"350    217466
Name: id, dtype: int64",80112,No Mapping,TN,0.011752612
3912,"37    38658
Name: id, dtype: int64",190494,No Mapping,TN,0.011739152
3913,"374    217490
Name: id, dtype: int64",172098,No Mapping,TN,0.011736065
3914,"302    217418
Name: id, dtype: int64",21455,No Mapping,TN,0.011720574
3915,"238    158005
Name: id, dtype: int64",217464,No Mapping,TN,0.011715142
3916,"374    217490
Name: id, dtype: int64",217472,No Mapping,TN,0.011711792
3917,"241    172079
Name: id, dtype: int64",217453,No Mapping,TN,0.011704243
3918,"46    40617
Name: id, dtype: int64",134889,No Mapping,TN,0.011697352
3919,"241    172079
Name: id, dtype: int64",71340,No Mapping,TN,0.011694868
3920,"374    217490
Name: id, dtype: int64",71342,No Mapping,TN,0.011683607
3921,"35    37252
Name: id, dtype: int64",23878,No Mapping,TN,0.011676032
3922,"118    80094
Name: id, dtype: int64",110167,No Mapping,TN,0.011672903
3923,"118    80094
Name: id, dtype: int64",217435,No Mapping,TN,0.011670908
3924,"241    172079
Name: id, dtype: int64",80110,No Mapping,TN,0.011668572
3925,"52    43447
Name: id, dtype: int64",217471,No Mapping,TN,0.011666295
3926,"247    172085
Name: id, dtype: int64",156656,No Mapping,TN,0.011655237
3927,"326    217442
Name: id, dtype: int64",110165,No Mapping,TN,0.011653822
3928,"197    120639
Name: id, dtype: int64",217502,No Mapping,TN,0.011633017
3929,"247    172085
Name: id, dtype: int64",217501,No Mapping,TN,0.011621515
3930,"35    37252
Name: id, dtype: int64",217508,No Mapping,TN,0.011617459
3931,"374    217490
Name: id, dtype: int64",214885,No Mapping,TN,0.011612188
3932,"52    43447
Name: id, dtype: int64",110159,No Mapping,TN,0.011611141
3933,"374    217490
Name: id, dtype: int64",217468,No Mapping,TN,0.011610221
